Record Number,Amount Requested,Interest Rate Percentage,Loan Length in Months,Loan Title,Loan Purpose,Monthly PAYMENT,Total Amount Funded,Debt-To-Income Ratio Percentage,FICO Range,Status
3211,9000,6.76,36,Timeshare,major_purchase,276.91,9000,2.61,795-799,1
3212,7000,16.82,36,My loan,debt_consolidation,248.95,7000,6.35,665-669,0
3213,10000,13.67,36,new start,debt_consolidation,340.18,10000,19.89,695-699,1
3214,1750,13.61,36,mypayoffloan,debt_consolidation,59.48,1750,22.29,680-684,1
3215,14000,14.27,36,Credit Card Debt,debt_consolidation,480.33,14000,7.36,680-684,1
3216,6000,13.35,36,Germany,other,203.18,6000,0,690-694,0
3217,2000,6.17,36,personal loan,other,61,2000,17.06,735-739,0
3218,24000,16.45,60,Total Debt Consolidation,debt_consolidation,589.39,24000,7.86,705-709,0
3219,3000,7.88,36,Motorcycle,car,93.85,3000,5.4,720-724,1
3220,12000,14.26,36,baby09,debt_consolidation,411.67,12000,15.78,705-709,0
3221,35000,13.49,60,Debt Consolidation,debt_consolidation,805.17,35000,5.43,750-754,1
3222,20000,12.68,60,debt consolidation,debt_consolidation,451.8,20000,16.13,765-769,0
3223,10800,14.17,60,Answered,debt_consolidation,252.25,10800,20,690-694,0
3224,21600,15.27,36,Debt Consolidation,debt_consolidation,751.64,21600,9.51,685-689,0
3225,5500,10.75,36,CD Consolidation Loan,debt_consolidation,179.42,5500,22.69,705-709,1
3226,10000,10.37,36,CC Loan,debt_consolidation,324.42,10000,17.89,700-704,1
3227,35000,11.71,60,BUSINESS STARTUP,small_business,516,23350,8.07,745-749,0
3228,5250,7.66,36,Medical Bills,medical,163.7,5250,13.4,720-724,0
3229,25000,12.53,36,Adoption Loan,other,836.66,25000,12.64,730-734,0
3230,3000,12.73,60,Final credit request,other,67.85,3000,19.29,695-699,0
3231,7500,10.59,36,Debt Consolidation Loan,debt_consolidation,244.09,7500,7.6,720-724,0
3232,6250,13.48,36,Credit Card Rescue,debt_consolidation,212.03,6250,21.08,690-694,1
3233,6000,16.77,36,VASFED,debt_consolidation,213.24,6000,14.47,690-694,1
3234,1100,15.58,60,RRJLoan,debt_consolidation,26.51,1100,2.09,685-689,1
3235,6500,10.28,36,Debt Consolidation,debt_consolidation,210.6,6500,5.87,690-694,1
3236,14500,14.59,36,Young Professional,debt_consolidation,499.75,14500,18.23,675-679,0
3237,20000,16.82,60,payoff,credit_card,311.93,12600,15.69,675-679,0
3238,2000,9.63,36,medical loan,medical,64.19,2000,10.66,730-734,1
3239,3000,19.22,36,Wedding Help,debt_consolidation,110.31,3000,26.55,670-674,0
3240,16000,10.74,36,Credit Cards,debt_consolidation,521.86,16000,14.67,740-744,1
3241,9000,16.4,60,Debt Consolidation Loan Stew,debt_consolidation,220.78,9000,23.71,670-674,0
3242,2500,13.16,36,Motorcycle,other,84.43,2500,2.2,695-699,0
3243,12000,17.99,36,Pay everything off loan,debt_consolidation,433.77,12000,12.14,665-669,0
3244,9600,7.14,36,personal ,other,297.04,9600,13.05,745-749,1
3245,15000,14.11,36,Debt consolidate,debt_consolidation,513.44,15000,14.02,690-694,0
3246,1200,11.49,36,Scooter,car,39.57,1200,1.14,740-744,1
3247,16000,7.51,60,Jason loan,debt_consolidation,205.94,10275,9.3,785-789,0
3248,5600,8.59,36,Personal loan,credit_card,177.02,5600,8.34,735-739,1
3249,16000,12.42,60,Major Purchase Loan,major_purchase,359.32,16000,24.99,755-759,1
3250,12000,12.42,36,my daughters wedding ,debt_consolidation,400.99,12000,20.91,700-704,1
3251,7500,10.08,36,Working Capital,other,188.99,5850,17.61,720-724,0
3252,7000,8.88,36,Dean ,debt_consolidation,222.21,7000,16.76,710-714,0
3253,5500,10.71,36,getting free,debt_consolidation,179.31,5500,12.12,690-694,1
3254,5000,7.51,60,Refinancing car to restructure debt,car,100.22,5000,13.2,765-769,1
3255,7500,11.71,36,Personal Loan,other,248.07,7500,6.37,710-714,0
3256,2800,16,36,medical,medical,98.45,2800,14.77,660-664,0
3257,5500,12.29,36,Good bye Plantinum card!!!,credit_card,183.45,5500,12.28,685-689,1
3258,14000,10.65,36,Debt Consolidation Loan,debt_consolidation,456.03,14000,11.91,715-719,1
3259,4800,7.49,36,car loan,debt_consolidation,149.29,4800,18.12,790-794,1
3260,16000,14.65,36,Hopeful Loan,debt_consolidation,551.91,16000,4.99,700-704,0
3261,13500,18.39,60,Bill eliminator,debt_consolidation,345.69,13500,18.89,680-684,0
3262,16000,14.22,36,LOAN,home_improvement,548.55,16000,8.53,685-689,0
3263,25000,17.43,60,Credit Card Elimination,credit_card,627.11,25000,10.31,720-724,0
3264,3500,11.83,36,Debt Consolidation,debt_consolidation,115.97,3500,21.04,705-709,1
3265,5800,13.48,36,Have good credit & needs lowers interest rates,other,196.76,5800,14.58,680-684,0
3266,11000,12.18,36,Bye Bye Credit Cards!,debt_consolidation,366.3,11000,21.69,705-709,1
3267,4900,6.17,36,mr2,car,149.45,4900,3.71,765-769,1
3268,16000,21.36,60,wedding loan,wedding,436.11,16000,18.09,680-684,1
3269,20000,12.53,36,Debt Consolidation,debt_consolidation,669.33,20000,21.17,715-719,0
3270,6000,10.74,36,Auto repairs ,debt_consolidation,195.7,6000,11.75,690-694,0
3271,13000,10.59,36,All payments in 1 location loan,debt_consolidation,423.09,13000,14.99,725-729,0
3272,12000,14.27,60,debt_consolidation,debt_consolidation,280.91,12000,13.75,695-699,0
3273,10000,9.63,36,Engagement Ring Personal Loan,major_purchase,320.95,10000,4.08,760-764,1
3274,10000,14.91,36,Credit Card Debt Consolidation,debt_consolidation,346.22,10000,13.28,675-679,1
3275,14000,14.79,60,Chopper loan,other,331.52,14000,8.37,710-714,1
3276,25000,10.74,36,Lower Rate = Happier Me,credit_card,815.4,25000,18.49,750-754,1
3277,12000,14.91,36,Debt Consolidation Loan,debt_consolidation,415.46,12000,11.93,665-669,1
3278,5000,16.45,36,Keeping my girlfriend from going bankrut from a few thousand dollars,debt_consolidation,176.89,5000,1.88,675-679,0
3279,13000,13.47,36,Debt Consolidation,debt_consolidation,441,13000,12.44,705-709,0
3280,5000,16.49,36,Pay off Debt,debt_consolidation,177,5000,16.1,660-664,0
3281,5100,6.03,36,credit card consolidation,credit_card,155.23,5100,12.69,775-779,1
3282,14675,11.49,60,Debt Consolidation Loan,debt_consolidation,322.67,14675,23.1,720-724,0
3283,15000,6.99,36,Debt Consolidation,debt_consolidation,463.09,15000,14.42,765-769,1
3284,1600,14.42,36,Home Improvment Loan Needed,home_improvement,55.02,1600,12.98,690-694,1
3285,16000,8.94,36,Home Project,home_improvement,508.35,16000,7.85,770-774,1
3286,22750,15.21,60,Debt Consolidation,debt_consolidation,497.13,20800,16.19,715-719,0
3287,4000,11.49,36,Personal Loan,other,131.89,4000,21.44,690-694,0
3288,1200,6.91,36,Personal loan,other,37.01,1200,10.91,750-754,1
3289,2000,6.76,36,Consolidation,debt_consolidation,61.54,2000,23.23,800-804,0
3290,8000,13.61,36,Credit Card Freedom ,credit_card,271.91,8000,22.49,680-684,1
3291,10400,9.32,36,Student Loan,educational,332.25,10400,14.47,750-754,1
3292,10000,7.88,36,Home Improvement Loan,home_improvement,312.82,10000,6.96,740-744,1
3293,900,10.28,36,School loan,educational,29.16,900,16.7,685-689,0
3294,10800,20.3,60,consolidation,debt_consolidation,287.94,10800,4.07,660-664,0
3295,3250,15.68,36,Student Teaching,educational,113.76,3250,11.8,670-674,0
3296,1000,6.76,36,Help Me Fix My Bathroom,home_improvement,30.77,1000,2.41,795-799,1
3297,2500,7.88,36,Moved for a new job!,moving,78.21,2500,14.15,715-719,1
3298,6450,5.99,36,Pool,home_improvement,196.2,6450,0.41,795-799,1
3299,18000,10.38,36,Credit Card Consolidation,debt_consolidation,584.03,18000,15.27,740-744,1
3300,10000,12.99,36,credit refinance,credit_card,336.9,10000,24.16,695-699,0
3301,10000,13.79,36,Consolidate,debt_consolidation,340.76,10000,21.63,680-684,0
3302,18000,19.22,60,consolidated debt,debt_consolidation,469.12,18000,14.42,680-684,1
3303,7000,12.98,36,Albert's loan,wedding,235.8,7000,19.8,670-674,0
3304,8000,12.84,36,Paying off last credit card!!,debt_consolidation,268.95,8000,12.84,690-694,0
3305,15000,6.03,36,Major Purchase Loan,major_purchase,456.54,15000,0.7,795-799,1
3306,10000,10.36,60,debt consolidation,debt_consolidation,214.25,10000,15.62,730-734,1
3307,1500,6.03,36,Car Loan,car,45.66,1500,14.46,770-774,1
3308,25000,13.72,60,ok,debt_consolidation,578.09,25000,9.43,720-724,1
3309,3000,7.05,36,purchase my new home,major_purchase,92.7,3000,8.16,775-779,1
3310,12250,11.36,36,Amethyst,debt_consolidation,403.17,12250,19.86,700-704,0
3311,6400,13.16,36,Discover,credit_card,216.13,6400,17.16,695-699,1
3312,7500,13.92,36,debt,debt_consolidation,256.03,7500,13.9,675-679,0
3313,3000,17.56,36,My Wife's Education Fund,educational,107.8,3000,0.46,660-664,0
3314,25000,10.36,36,pool,home_improvement,810.92,25000,4.06,800-804,1
3315,5000,13.17,36,Help me get rid of high interest rates!!,credit_card,168.88,5000,14.6,665-669,1
3316,6500,15.65,36,Credit Card Debt Consolidation,debt_consolidation,227.41,6500,14.97,660-664,0
3317,14275,9.45,36,refinance,credit_card,456.94,14275,11.18,735-739,1
3318,14400,13.49,60,LC - Finished basement loan,home_improvement,331.27,14400,0.64,745-749,1
3319,12000,6.91,36,Consolidation Loan,debt_consolidation,370.04,12000,8.93,715-719,1
3320,8000,17.49,36,Debt Consolidation - Wedding Expenses,debt_consolidation,287.18,8000,18.72,695-699,0
3321,7000,17.56,60,Debt Con,debt_consolidation,176.09,7000,13.54,660-664,0
3322,12000,14.11,36,Payoff Credit cards at better rate,credit_card,410.75,12000,7.23,670-674,0
3323,11000,15.58,60,CC CONSOLIDATION,debt_consolidation,265.06,11000,1.64,700-704,0
3324,18000,15.58,60,Kyle Consolidation,debt_consolidation,433.72,18000,16.14,705-709,0
3325,22250,8.9,36,Business Capital,small_business,706.51,22250,13.79,765-769,1
3326,1450,6.17,36,Consolidation 2010,debt_consolidation,44.23,1450,22.99,740-744,1
3327,24250,12.18,36,Always on time,debt_consolidation,807.53,24250,17.41,735-739,0
3328,5125,9.99,36,solar,renewable_energy,165.35,5125,9.07,730-734,1
3329,20000,13.92,36,Growing Business Restructuring Debt,credit_card,682.74,20000,11.37,695-699,1
3330,20000,13.43,60,DEBT CONSOLIDATION _ STRONG BORROWER,debt_consolidation,459.48,20000,16.42,735-739,1
3331,6000,13.11,36,Debt consolidation for me,debt_consolidation,202.49,6000,13.29,675-679,0
3332,9500,12.12,36,GradDebt,debt_consolidation,316.09,9500,12.21,705-709,0
3333,8000,7.51,36,Consolidation,debt_consolidation,248.89,8000,6.31,740-744,1
3334,20000,6.17,36,Wedding,wedding,609.99,20000,10.53,780-784,1
3335,10000,11.66,36,Sanbrion,other,198.32,6000,7.07,675-679,1
3336,22000,11.36,36,SAVING PRIDE,debt_consolidation,724.05,22000,14.27,720-724,0
3337,5000,8,36,Help Paying My Daughter Medical Bills,debt_consolidation,156.69,5000,12.13,745-749,1
3338,7750,12.69,36,7750,credit_card,259.98,7750,13.94,690-694,1
3339,21725,18.79,60,Financial Freedom,debt_consolidation,561.06,21725,21.07,675-679,0
3340,5000,9.32,36,Job Promotion/Moving expenses,moving,159.74,5000,5.05,790-794,1
3341,24000,12.12,36,Loan,major_purchase,798.52,24000,0.8,765-769,1
3342,10250,11.48,36,Help me see the light!,debt_consolidation,337.93,10250,11.13,750-754,0
3343,5200,13.23,60,Diners,debt_consolidation,118.93,5200,6.74,705-709,0
3344,19000,18.62,60,debt consolidation,debt_consolidation,488.91,19000,23.17,700-704,0
3345,20000,20.48,60,E's Loan Consolidation,debt_consolidation,535.24,20000,2.44,665-669,0
3346,5700,19.03,60,acupuncture loan,other,147.96,5700,12.27,660-664,1
3347,8500,15.05,36,Getting Out Of Debt This Year,debt_consolidation,294.88,8500,18.57,665-669,0
3348,12000,9.91,36,investment loan,small_business,386.7,12000,18.46,725-729,1
3349,3025,11.14,36,Consolidation,debt_consolidation,99.24,3025,23.46,700-704,1
3350,18000,15.99,60,Consolidation Loan,debt_consolidation,437.63,18000,10.76,700-704,0
3351,5500,10.99,60,ONE,car,119.56,5500,22.56,760-764,1
3352,6000,9.25,36,Old college and recent moving expenses,debt_consolidation,191.5,6000,8.54,705-709,1
3353,18000,10.95,36,metal building,home_improvement,588.85,18000,6.69,795-799,0
3354,5000,7.88,36,motorcycle,major_purchase,156.41,5000,11.33,725-729,0
3355,35000,9.63,36,Holly Loan,home_improvement,1123.29,35000,3.46,770-774,1
3356,6000,12.69,36,Credit Card Loan,credit_card,201.27,6000,11.5,685-689,1
3357,14500,11.49,36,LendingClub Loan,debt_consolidation,478.09,14500,29.58,720-724,0
3358,5000,13.35,36,school and credit debt,debt_consolidation,169.32,5000,6.26,670-674,1
3359,8500,9.63,36,Personal Loan,home_improvement,272.8,8500,8.76,725-729,1
3360,12000,15.31,36,Fix up my House,home_improvement,417.81,12000,4.7,680-684,1
3361,12000,12.73,36,Combine 3 Cards to 1 loan.,debt_consolidation,402.8,12000,18.35,695-699,1
3362,8400,11.14,36,Going back to school,educational,275.57,8400,11.88,700-704,0
3363,6000,7.49,36,Pay off my Car loan,car,186.61,6000,25.85,725-729,0
3364,5600,15.96,36,Breathe Easier,debt_consolidation,196.77,5600,10.29,660-664,0
3365,3000,14.65,36,freash start ,debt_consolidation,103.49,3000,12.6,670-674,0
3366,15000,11.83,36,Debt Consolidation,debt_consolidation,497.01,15000,15.87,730-734,0
3367,20000,10.74,36,Major Purchase Loan,major_purchase,652.32,20000,14.36,765-769,0
3368,7000,7.51,36,Debt Consolidation,credit_card,217.77,7000,11.18,735-739,1
3369,6500,11.89,36,Need to pay off debt,debt_consolidation,215.57,6500,8.57,720-724,0
3370,5000,7.88,36,Loan 1,debt_consolidation,156.41,5000,4.88,720-724,1
3371,15600,16.45,60,Resident Physician Needs Wedding Help ,wedding,383.11,15600,17.13,690-694,1
3372,3400,13.06,36,Time to get back to basics,debt_consolidation,114.66,3400,22.98,680-684,1
3373,10500,7.75,36,My credit card interest rate is too high,credit_card,327.83,10500,12.86,800-804,1
3374,2000,16.49,36,Wedding Loan,wedding,70.8,2000,18.19,670-674,1
3375,27400,17.27,60,Pay off,debt_consolidation,684.95,27400,17.63,730-734,0
3376,7500,13.24,36,Consolidation Loan,debt_consolidation,253.58,7500,16.78,660-664,0
3377,7500,6.03,36,Medical Leave Loan,house,228.27,7500,24.19,770-774,0
3378,19000,12.21,36,Teachers Travel Business,small_business,632.99,19000,15.51,750-754,1
3379,8400,14.46,60,Credit Card ,credit_card,197.47,8400,17.61,680-684,1
3380,22800,19.05,60,dept consolidation,debt_consolidation,592.08,22800,21.08,700-704,0
3381,12000,13.06,60,Wedding/Debt consolidation ,wedding,273.41,12000,20.46,700-704,0
3382,3500,9.99,36,Personal ,debt_consolidation,112.92,3500,6.16,705-709,1
3383,4800,14.84,36,Moving Loan,moving,166.02,4800,0,670-674,0
3384,20000,8.9,36,Credit card refinance,credit_card,635.07,20000,11.04,730-734,1
3385,24250,12.99,60,Credit Card Loan,credit_card,551.64,24250,12.97,735-739,1
3386,2500,17.99,36,Car payment,car,90.37,2500,4.62,660-664,1
3387,25000,15.2,36,2nd Truck For Commercial Fleet,small_business,869.09,25000,19.55,685-689,0
3388,6000,9.32,36,Converted my IRA to a Roth and Owe Taxes,other,191.69,6000,9.73,760-764,1
3389,24000,9.99,60,House Loan,house,312.8,14725,12,710-714,1
3390,8950,13.22,36,xperienceddebtorqualifiedfor4xthisamount,credit_card,302.52,8950,22.12,680-684,0
3391,10000,11.86,36,My One Payment,debt_consolidation,331.48,10000,1.83,735-739,1
3392,12000,13.8,60,DEBT CONSOLIDATION TO PAY EVERYTHING,debt_consolidation,277.98,12000,24.96,700-704,0
3393,7000,10,36,BACK ON MY FEET,debt_consolidation,225.88,7000,5.27,730-734,0
3394,8000,10.25,36,Buying Family Business,small_business,259.08,8000,6.55,760-764,0
3395,11200,13.98,60,consolidation loan,credit_card,260.49,11200,16.88,705-709,0
3396,20000,22.48,60,consolidated loan,debt_consolidation,557.86,20000,22.9,660-664,0
3397,15000,7.66,36,Rental Property purchase,house,467.7,15000,12.48,770-774,1
3398,9000,15.31,36,Loan Funding,debt_consolidation,313.34,9000,6.14,660-664,0
3399,25000,14.46,60,Credit Card Payoff,credit_card,587.69,25000,11.23,720-724,1
3400,10400,22.35,60,debt consolidation,debt_consolidation,289.32,10400,8.82,675-679,0
3401,19000,7.05,36,BMW M3,car,587.1,19000,7,750-754,0
3402,1000,10.59,36,Wedding site deposit,wedding,32.55,1000,14.47,685-689,0
3403,25000,13.23,60,Teach4Life,debt_consolidation,571.78,25000,20.94,740-744,0
3404,20500,13.67,60,lower monthly payments,debt_consolidation,473.5,20500,14.2,750-754,0
3405,1000,5.42,36,The Other Side,other,30.16,1000,3.47,780-784,1
3406,20675,6.99,36,Auction ,major_purchase,638.29,20675,8.27,775-779,1
3407,10000,8.9,36,Credit Card Pay off,credit_card,317.54,10000,13.66,715-719,1
3408,5400,18.39,60,Personal Loan,other,138.28,5400,9.29,670-674,0
3409,6000,12.12,36,Car financing,car,199.63,6000,33.32,675-679,0
3410,20000,13.61,60,credit card consolodation,debt_consolidation,388.68,16850,9.89,710-714,0
3411,8000,15.31,36,Debt Consolidation & New Water Well,debt_consolidation,278.54,8000,15.15,675-679,1
3412,4000,7.14,36,AFDLoan,debt_consolidation,123.77,4000,4.14,740-744,1
3413,7500,8.63,36,Investing in my family's music business,other,237.21,7500,19.2,785-789,0
3414,13000,14.11,36,Debt consolidation & tuition loan,debt_consolidation,444.98,13000,19.03,685-689,1
3415,3000,12.99,60,Home Improvements ,home_improvement,68.25,3000,6.07,745-749,0
3416,12000,6.62,36,Debt consolidation,debt_consolidation,368.45,12000,20.57,745-749,1
3417,18000,16.02,60,business inventory,small_business,437.92,18000,9.36,765-769,1
3418,24250,12.18,36,Consolidation,debt_consolidation,807.53,24250,14.77,740-744,1
3419,15250,16.7,36,GOOD OPPURTUNITY FOR LENDER.,small_business,541.4,15250,13.16,745-749,0
3420,13000,9.99,36,Freedom Loan,debt_consolidation,419.42,13000,7.34,700-704,1
3421,4000,7.88,36,ilikehorses,credit_card,125.13,4000,16.98,725-729,1
3422,10000,17.58,60,Consolidate,debt_consolidation,251.66,10000,15.09,690-694,1
3423,15000,10.25,36,Debt Consolidation,debt_consolidation,485.78,15000,14.96,735-739,0
3424,15000,10.99,36,Pool loan,home_improvement,491.03,15000,0.41,750-754,1
3425,2500,7.68,36,bill consolidation,debt_consolidation,77.98,2500,0.38,820-824,0
3426,3200,7.68,36,Moving from Atlanta Fund,moving,65.5,2100,3.59,755-759,1
3427,20000,13.49,36,Credit Card Consolidation Loan,credit_card,678.61,20000,12.46,700-704,1
3428,7600,8.49,36,Vacation Loan,vacation,239.88,7600,13.67,765-769,0
3429,5000,13.22,36,RepairMyAbode,home_improvement,169.01,5000,15.4,690-694,0
3430,7125,21.98,60,Other,other,196.71,7125,14.45,665-669,0
3431,15000,10.25,36,Mackie,debt_consolidation,485.78,15000,20.68,735-739,0
3432,3600,7.49,36,lending club loan,medical,111.97,3600,15.72,740-744,1
3433,8000,11.71,36,Personal,other,264.61,8000,15.84,700-704,0
3434,4500,9.63,36,personal loan,other,144.43,4500,0.82,745-749,0
3435,2100,6.39,36,Small business loan ,small_business,64.27,2100,1.53,770-774,1
3436,12000,11.86,60,medical loan,medical,266.09,12000,1.05,740-744,0
3437,9000,9.91,36,Refinance & Consolidate my CCs,credit_card,290.03,9000,16.41,710-714,1
3438,10000,10.2,36,HELP ME PAY OFF MY AMEX BLUE,credit_card,323.62,10000,13.32,735-739,1
3439,19000,6.99,36,CC payoff,credit_card,586.58,19000,17.68,750-754,0
3440,20000,10.25,36,New Beginnings,debt_consolidation,647.7,20000,6.06,765-769,0
3441,10100,13.55,36,Debt cosilidation,debt_consolidation,343,10100,15.82,665-669,0
3442,3500,10.99,36,Ebay Purchase,major_purchase,114.57,3500,11.98,690-694,1
3443,35000,15.65,60,debt consolidation,debt_consolidation,527.9,21875,11.31,745-749,1
3444,9600,7.88,60,home improvement/personal debt,home_improvement,194.11,9600,0.86,790-794,1
3445,12000,13.72,60,concrete,home_improvement,277.49,12000,8.78,700-704,0
